1.0389,1.1612,1.0939,0.0295,0.0032,1.7932,1.9585,1.8571,0.0387,0.0075,2.1918,2.9963,2.3961,0.1147,0.0153,2.6677,3.3575,2.995,0.188,0.0187,3,8,5,2,0,4,14,1,1,1,4,0,1,0,0,0,1,1,3,5,1,0,3,3,3,MD
1.0407,1.1692,1.1023,0.0292,0.0032,1.7910,1.9894,1.8521,0.0467,0.009,2.2484,2.5801,2.3659,0.0697,0.0094,2.6552,3.3964,3.0149,0.1931,0.0186,4,5,3,4,3,2,8,8,1,2,1,3,0,0,0,0,1,1,3,2,3,1,3,3,1,MD
1.0395,1.1539,1.1009,0.0252,0.0028,1.7719,1.9110,1.8635,0.0325,0.0063,2.2241,2.5759,2.3774,0.0765,0.0103,2.6591,3.3893,3.0084,0.1681,0.0158,4,4,3,4,3,0,12,8,0,0,0,6,0,0,0,0,2,0,4,4,0,2,2,1,3,MD
1.0219,1.1594,1.0973,0.0275,0.003,1.7848,1.9584,1.853,0.0385,0.0074,2.2281,3.0063,2.3853,0.1088,0.0145,2.6633,3.3777,2.9914,0.1902,0.0188,4,6,3,3,3,5,10,4,1,1,2,1,1,0,0,0,2,3,0,6,0,3,2,1,3,MD
1.0361,1.1695,1.1015,0.0279,0.0031,1.7756,1.9352,1.8485,0.0414,0.008,2.2272,2.5441,2.3783,0.0685,0.0092,2.6473,3.3917,3.0017,0.2016,0.0196,6,4,3,2,2,7,9,5,0,0,2,2,2,0,0,0,1,1,1,4,3,3,3,2,0,MD
